Name:
HDR-T;HDR-CE;HDR-SE;HDR-V;FSC-A;SSC-A;V1-A;B1-A;R1-A
Username:
HDR-T;HDR-CE;HDR-SE;HDR-V;FSC-A;SSC-A;V1 VioBlue-A;B1 FITC-A;R1 APC-A
Id:
0;0;0;0;1;2;3;5;8
Resolution:
4;4;4;4;4;4;4;4;4
Data min:
0.;0.;0.;0.;0.;0.;0.;0.;0.
Data max:
40.48320007324219;1000.;1000.;25.;1000.;1000.;1000.;1000.;1000.
Format:
Linear;Linear;Linear;Linear;Linear;Linear;Linear;Linear;Linear
Scale:
Linear;Linear;Linear;Linear;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic;Hyperlogarithmic
Data factor:
2.470160461962223e-002;1.000000047497451e-003;1.000000047497451e-003;3.999999910593033e-002;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003;1.000000047497451e-003
Gain:
1.;1.;1.;1.;1.;1.;1.;1.;1.
Data:
0.5439263582229614;1.760333310812712e-003;1.760333310812712e-003;0.3657999932765961;7.317773252725601e-002;1.831622608006001e-002;1.851708814501762e-002;6.047691777348518e-002;8.096636831760407e-002
0.5443341135978699;1.760666607879102e-003;1.760666607879102e-003;0.3657999932765961;4.936864972114563e-002;9.415483102202416e-003;9.491397067904472e-003;1.035717781633139e-003;3.060071496292949e-003
0.5443775057792664;1.761000021360815e-003;1.761000021360815e-003;0.3657999932765961;5.816591903567314e-002;1.027601957321167e-002;8.816917426884174e-003;8.443764527328312e-004;4.020714666694403e-003
0.5444079041481018;1.761333318427205e-003;1.761333318427205e-003;0.3657999932765961;5.840504169464111e-002;1.115207374095917e-002;8.878400549292564e-003;1.079288311302662e-003;3.801245708018541e-003
0.5445140600204468;1.761666615493596e-003;1.761666615493596e-003;0.3657999932765961;5.909030139446259e-002;1.430518086999655e-002;1.482511684298515e-002;2.899703569710255e-002;9.395747445523739e-003
0.544549822807312;1.762000028975308e-003;1.762000028975308e-003;0.3657999932765961;6.602147221565247e-002;1.781482994556427e-002;1.897860504686832e-002;6.567717343568802e-002;3.465180844068527e-002
0.5445938110351563;1.762333326041699e-003;1.762333326041699e-003;0.3657999932765961;4.905759543180466e-002;1.003085914999247e-002;8.318932726979256e-003;7.966741686686873e-004;9.351926855742931e-003
0.5449786186218262;1.763333333656192e-003;1.763333333656192e-003;0.3657999932765961;6.303712725639343e-002;1.096564717590809e-002;9.048229083418846e-003;9.356281370855868e-004;3.114067949354649e-003
0.5452753901481628;1.764666638337076e-003;1.764666638337076e-003;0.3657999932765961;7.04510360956192e-002;1.431969366967678e-002;1.333073806017637e-002;2.24752277135849e-002;6.312886718660593e-003
0.5454219579696655;1.765000051818788e-003;1.765000051818788e-003;0.3657999932765961;5.607126280665398e-002;1.214905548840761e-002;9.451603516936302e-003;6.657277699559927e-004;2.198256552219391e-003
0.5458646416664124;1.765666645951569e-003;1.765666645951569e-003;0.3657999932765961;6.478805094957352e-002;1.632119901478291e-002;1.517964340746403e-002;7.562240958213806e-002;4.0757916867733e-002
0.5458812713623047;1.76599994301796e-003;1.76599994301796e-003;0.3657999932765961;5.937289819121361e-002;1.471216604113579e-002;1.394862215965986e-002;2.795660868287087e-002;8.696160279214382e-003
0.5460941791534424;1.766666653566063e-003;1.766666653566063e-003;0.3657999932765961;5.750451236963272e-002;1.450803782790899e-002;9.431645274162293e-003;1.073169754818082e-003;6.785799283534288e-003
0.5461199879646301;1.766999950632453e-003;1.766999950632453e-003;0.3657999932765961;6.767255812883377e-002;1.834555901587009e-002;1.772486604750156e-002;4.788532853126526e-002;1.415557414293289e-002
0.5461246371269226;1.767333364114165e-003;1.767333364114165e-003;0.3657999932765961;5.034638941287994e-002;1.013580430299044e-002;1.095928344875574e-002;2.136139199137688e-002;4.403980914503336e-003
0.5461451411247253;1.767666661180556e-003;1.767666661180556e-003;0.3657999932765961;6.6377192735672e-002;1.701033115386963e-002;9.384837001562119e-003;1.746081514284015e-003;5.44699328020215e-003
0.5461579561233521;1.767999958246946e-003;1.767999958246946e-003;0.3657999932765961;5.465056747198105e-002;1.556676346808672e-002;8.963786065578461e-003;6.353361532092094e-003;6.271548103541136e-003
0.5461986660957336;1.768333371728659e-003;1.768333371728659e-003;0.3657999932765961;6.070560589432716e-002;1.439659297466278e-002;8.947314694523811e-003;1.28676020540297e-003;6.421127356588841e-003
0.5463008880615234;1.768666668795049e-003;1.768666668795049e-003;0.3657999932765961;4.904966428875923e-002;9.333883412182331e-003;8.894963189959526e-003;4.954055184498429e-004;3.433892037719488e-003
0.5463632941246033;1.769333379343152e-003;1.769333379343152e-003;0.3674399852752686;6.760428100824356e-002;1.747939176857472e-002;1.174435112625361e-002;1.740271784365177e-002;1.733539439737797e-002
0.546469509601593;1.769999973475933e-003;1.769999973475933e-003;0.3674399852752686;5.558405444025993e-002;1.472743134945631e-002;9.149654768407345e-003;7.711358484812081e-004;3.518125042319298e-003
0.546483039855957;1.770333386957645e-003;1.770333386957645e-003;0.3674399852752686;5.199233070015907e-002;9.894466027617455e-003;8.702656254172325e-003;9.274874464608729e-004;1.945153111591935e-003
0.5465010404586792;1.770666684024036e-003;1.770666684024036e-003;0.3674399852752686;5.484163761138916e-002;1.253510173410177e-002;1.246930286288261e-002;2.381142042577267e-002;6.825709249824286e-003
0.546595573425293;1.770999981090426e-003;1.770999981090426e-003;0.3674399852752686;5.78116774559021e-002;1.058015413582325e-002;8.955826051533222e-003;4.891519201919437e-004;2.030065283179283e-003
0.5466734766960144;1.771666691638529e-003;1.771666691638529e-003;0.3674399852752686;6.316187232732773e-002;1.672103255987167e-002;9.418018162250519e-003;5.476027145050466e-004;2.076205099001527e-003
0.5467782020568848;1.77199998870492e-003;1.77199998870492e-003;0.3674399852752686;8.132100850343704e-002;1.689389534294605e-002;1.822632737457752e-002;9.231454879045487e-002;4.047933593392372e-002
0.5469108819961548;1.772666699253023e-003;1.772666699253023e-003;0.3674399852752686;5.495448783040047e-002;9.487954899668694e-003;9.315603412687779e-003;7.200280088e-004;2.601314103230834e-003
0.5470070838928223;1.773333293385804e-003;1.773333293385804e-003;0.3674399852752686;6.946555525064468e-002;2.003435604274273e-002;1.909260824322701e-002;5.386465042829514e-002;3.253187984228134e-002
0.5470274686813355;1.773666706867516e-003;1.773666706867516e-003;0.3674399852752686;6.689680367708206e-002;1.453015953302383e-002;1.018091849982739e-002;7.825108245015144e-003;1.014546304941177e-002
0.5470413565635681;1.774000003933907e-003;1.774000003933907e-003;0.3674399852752686;6.017658114433289e-002;1.760649122297764e-002;1.837513037025929e-002;6.165309250354767e-002;2.64037698507309e-002
0.5470730662345886;1.774333301000297e-003;1.774333301000297e-003;0.3674399852752686;6.850207597017288e-002;1.797701790928841e-002;1.791528612375259e-002;6.295535713434219e-002;3.562073782086372e-002
0.5471569299697876;1.774666714482009e-003;1.774666714482009e-003;0.3674399852752686;5.657536908984184e-002;9.306192398071289e-003;9.641118347644806e-003;4.962687380611897e-003;6.128592416644096e-003
0.5473370552062988;1.7750000115484e-003;1.7750000115484e-003;0.3674399852752686;5.624008923768997e-002;1.685664989054203e-002;8.374172262847424e-003;1.195515273138881e-003;1.530098961666226e-003
0.5473568439483643;1.77533330861479e-003;1.77533330861479e-003;0.3674399852752686;5.508644878864288e-002;9.892879985272884e-003;9.515628218650818e-003;5.254537332803011e-003;5.697326734662056e-003
0.5473819375038147;1.775666605681181e-003;1.775666605681181e-003;0.3674399852752686;5.690840259194374e-002;1.265203300863504e-002;1.256007421761751e-002;2.559474296867847e-002;6.094890646636486e-003
0.5474255084991455;1.776333316229284e-003;1.776333316229284e-003;0.3674399852752686;6.297455728054047e-002;1.194640900939703e-002;1.011254452168942e-002;1.563198305666447e-002;8.18183645606041e-003
0.5480015277862549;1.777333323843777e-003;1.777333323843777e-003;0.3674399852752686;6.804037094116211e-002;1.920944824814796e-002;1.762049645185471e-002;4.725209251046181e-002;1.640941202640533e-002
0.5480723977088928;1.777666620910168e-003;1.777666620910168e-003;0.3674399852752686;5.097596719861031e-002;1.401388179510832e-002;1.837611384689808e-002;3.525708615779877e-002;7.605765759944916e-002
0.5481522083282471;1.77800003439188e-003;1.77800003439188e-003;0.3674399852752686;6.162495538592339e-002;1.425559725612402e-002;9.227721020579338e-003;1.482286374084652e-003;3.38016077876091e-003
0.5482176542282105;1.778666628524661e-003;1.778666628524661e-003;0.3674399852752686;5.003751069307327e-002;9.918569587171078e-003;8.591668680310249e-003;1.062686904333532e-003;3.855632385239005e-003
0.5483099222183228;1.779000042006373e-003;1.779000042006373e-003;0.3674399852752686;6.777022033929825e-002;1.251753140240908e-002;1.083393301814795e-002;1.373739074915648e-002;8.731823414564133e-003
0.548335075378418;1.779333339072764e-003;1.779333339072764e-003;0.3674399852752686;5.353553220629692e-002;1.342585496604443e-002;9.083690121769905e-003;6.902474444359541e-003;7.252991199493408e-003
0.5483385324478149;1.779666636139154e-003;1.779666636139154e-003;0.3674399852752686;5.83219975233078e-002;1.255316939204931e-002;1.296972949057818e-002;2.23986878991127e-002;6.586009170860052e-003
0.5483824014663696;1.780000049620867e-003;1.780000049620867e-003;0.3674399852752686;6.069615855813026e-002;1.129623129963875e-002;9.289364330470562e-003;1.282193348743022e-003;7.123558316379786e-003
0.5485460758209229;1.780333346687257e-003;1.780333346687257e-003;0.3674399852752686;4.933321103453636e-002;1.482259389013052e-002;9.00832936167717e-003;5.910059553571045e-004;1.643544062972069e-003
0.5485504269599915;1.780666643753648e-003;1.780666643753648e-003;0.3674399852752686;5.356043577194214e-002;1.106073334813118e-002;9.829155169427395e-003;4.75659966468811e-004;7.59562011808157e-003
0.5485900044441223;1.780999940820038e-003;1.780999940820038e-003;0.3674399852752686;6.711077690124512e-002;1.635542884469032e-002;1.830925978720188e-002;4.308710247278214e-002;2.475990727543831e-002
0.5488311648368835;1.781333354301751e-003;1.781333354301751e-003;0.3674399852752686;7.138863205909729e-002;1.759655028581619e-002;1.550238765776157e-002;4.806696251034737e-002;7.584985811263323e-003
0.5488463640213013;1.781666651368141e-003;1.781666651368141e-003;0.3674399852752686;6.655365228652954e-002;1.535944268107414e-002;1.922905817627907e-002;7.328593730926514e-002;4.36851866543293e-002
0.5490986108779907;1.781999948434532e-003;1.781999948434532e-003;0.3691200017929077;5.961276218295097e-002;1.154471561312676e-002;8.628171868622303e-003;4.997462383471429e-004;1.817832933738828e-003
0.5495371818542481;1.782333361916244e-003;1.782333361916244e-003;0.3691200017929077;6.194227561354637e-002;1.14885326474905e-002;9.969850070774555e-003;1.3203882612288e-002;8.787067607045174e-003
0.549635112285614;1.782666658982635e-003;1.782666658982635e-003;0.3691200017929077;4.848811775445938e-002;9.917507879436016e-003;8.977048099040985e-003;8.392891031689942e-004;1.378846704028547e-003
0.5496417880058289;1.782999956049025e-003;1.782999956049025e-003;0.3691200017929077;6.364097446203232e-002;1.651467941701412e-002;1.025356817990542e-002;1.875543594360352e-002;4.011070355772972e-003
0.5498226881027222;1.783666666597128e-003;1.783666666597128e-003;0.3691200017929077;5.087751895189285e-002;1.091942843049765e-002;8.360207080841065e-003;1.054713735356927e-003;2.983479062095285e-003
0.5504919290542603;1.785333384759724e-003;1.785333384759724e-003;0.3691200017929077;5.496661737561226e-002;1.279227901250124e-002;9.861836209893227e-003;1.14490082487464e-002;5.882494151592255e-003
0.5505063533782959;1.785666681826115e-003;1.785666681826115e-003;0.3691200017929077;5.927963182330132e-002;1.119656395167112e-002;8.887891657650471e-003;2.284416230395436e-003;3.38301039300859e-003
0.5505709052085877;1.785999978892505e-003;1.785999978892505e-003;0.3691200017929077;6.00690208375454e-002;1.456818077713251e-002;1.238465216010809e-002;1.694878190755844e-002;1.324622798711062e-002
0.5506342053413391;1.786333275958896e-003;1.786333275958896e-003;0.3691200017929077;5.417237430810928e-002;1.108003128319979e-002;9.918713942170143e-003;9.666011319495738e-004;4.776115994900465e-003
0.5507736802101135;1.786999986506999e-003;1.786999986506999e-003;0.3691200017929077;4.852386191487312e-002;9.309843182563782e-003;8.818910457193852e-003;3.06968780932948e-004;2.77092307806015e-003
0.5508167743682861;1.787333283573389e-003;1.787333283573389e-003;0.3691200017929077;7.30133056640625e-002;1.698651351034641e-002;1.843079179525375e-002;6.469916552305222e-002;3.793462365865707e-002
0.550995409488678;1.787666697055101e-003;1.787666697055101e-003;0.3691200017929077;5.686794593930244e-002;1.245380565524101e-002;8.643782697618008e-003;1.351415645331144e-003;3.202104242518544e-003
0.5514638423919678;1.788666704669595e-003;1.788666704669595e-003;0.3691200017929077;6.284352391958237e-002;1.519165653735399e-002;1.459347270429134e-002;3.020353615283966e-002;1.106499321758747e-002
0.5515032410621643;1.789000001735985e-003;1.789000001735985e-003;0.3691200017929077;7.462885975837708e-002;1.601328328251839e-002;1.528565026819706e-002;3.783281520009041e-002;9.377856738865376e-003
0.5515589118003845;1.789333298802376e-003;1.789333298802376e-003;0.3691200017929077;5.75077049434185e-002;1.331224758177996e-002;8.889465592801571e-003;1.631897059269249e-003;2.754472894594073e-003
0.5515780448913574;1.789666712284088e-003;1.789666712284088e-003;0.3691200017929077;6.12863302230835e-002;1.459382567554712e-002;1.85584332793951e-002;3.692935034632683e-002;1.987527497112751e-002
0.5516170859336853;1.790000009350479e-003;1.790000009350479e-003;0.3691200017929077;7.301285117864609e-002;1.802385412156582e-002;1.257292088121176e-002;2.297737076878548e-002;1.156372297555208e-002
0.5516188144683838;1.790333306416869e-003;1.790333306416869e-003;0.3691200017929077;7.048510015010834e-002;1.594793610274792e-002;8.873694576323032e-003;6.373133044689894e-003;6.750922184437513e-003
0.5517349243164063;1.790666719898582e-003;1.790666719898582e-003;0.3691200017929077;6.763898581266403e-002;1.340723969042301e-002;9.466518647968769e-003;2.975397510454059e-003;8.324351161718369e-003
0.5519620180130005;1.791000016964972e-003;1.791000016964972e-003;0.3691200017929077;5.220561102032661e-002;9.304244071245194e-003;9.066449478268623e-003;1.150373253040016e-003;1.747545087710023e-003
0.5521653294563294;1.791333314031363e-003;1.791333314031363e-003;0.3691200017929077;4.961751773953438e-002;1.136541925370693e-002;8.622939698398113e-003;6.954689742997289e-004;2.533848164603114e-003
0.5521754622459412;1.791666611097753e-003;1.791666611097753e-003;0.3707999885082245;4.945403710007668e-002;9.514401666820049e-003;4.670900758355856e-003;5.015728529542685e-004;2.118085045367479e-003
0.5523272752761841;1.792000024579465e-003;1.792000024579465e-003;0.3707999885082245;6.529515981674194e-002;1.572073809802532e-002;1.049633324146271e-002;2.34721414744854e-002;8.209364488720894e-003
0.5524198412895203;1.792333321645856e-003;1.792333321645856e-003;0.3707999885082245;5.442893132567406e-002;1.093266438692808e-002;8.368025533854961e-003;1.042678602971137e-003;2.53279902972281e-003
0.5524796843528748;1.792666618712246e-003;1.792666618712246e-003;0.3707999885082245;5.68065345287323e-002;1.281150057911873e-002;9.550247341394424e-003;1.04948952794075e-002;7.842692546546459e-003
0.5526494979858398;1.79366662632674e-003;1.79366662632674e-003;0.3707999885082245;7.40327462553978e-002;1.515551097691059e-002;1.801658980548382e-002;6.236342713236809e-002;3.010441921651363e-002
0.552706778049469;1.794000039808452e-003;1.794000039808452e-003;0.3707999885082245;5.967651680111885e-002;9.508205577731133e-003;1.052238512784243e-002;1.636484824120998e-002;6.767068523913622e-003
0.5527531504631043;1.794666633941233e-003;1.794666633941233e-003;0.3707999885082245;6.703731417655945e-002;1.815211772918701e-002;1.289592497050762e-002;3.340549767017365e-002;3.7029052618891e-003
0.5528956055641174;1.795000047422946e-003;1.795000047422946e-003;0.3707999885082245;6.039270386099815e-002;1.467961352318525e-002;8.643657900393009e-003;1.807778142392635e-003;4.074126482009888e-003
0.5529598593711853;1.795999938622117e-003;1.795999938622117e-003;0.3707999885082245;8.216217160224915e-002;1.642411388456821e-002;1.815542206168175e-002;6.656258553266525e-002;4.909732937812805e-002
0.5530372262001038;1.796333352103829e-003;1.796333352103829e-003;0.3707999885082245;5.05327470600605e-002;1.157762482762337e-002;8.651167154312134e-003;1.005202764645219e-003;2.534369938075542e-003
0.5532665848731995;1.79666664917022e-003;1.79666664917022e-003;0.3707999885082245;5.762439221143723e-002;1.098652184009552e-002;8.577414788305759e-003;8.5242505883798e-004;5.006929393857718e-003
0.5533745288848877;1.797333359718323e-003;1.797333359718323e-003;0.3707999885082245;7.14309886097908e-002;1.600480079650879e-002;9.749662131071091e-003;1.204145792871714e-002;4.888453055173159e-003
0.553851306438446;1.798333367332816e-003;1.798333367332816e-003;0.3707999885082245;4.832960665225983e-002;9.885371662676334e-003;9.118558838963509e-003;8.805095218122006e-003;4.28652111440897e-003
0.5539454221725464;1.798666664399207e-003;1.798666664399207e-003;0.3707999885082245;5.744661390781403e-002;1.002912875264883e-002;8.574460633099079e-003;6.36379059869796e-004;1.774528995156288e-003
0.5541960597038269;1.798999961465597e-003;1.798999961465597e-003;0.3707999885082245;5.022507160902023e-002;1.40764694660902e-002;9.437466971576214e-003;6.419508717954159e-004;3.259261371567845e-003
0.5543239116668701;1.799999969080091e-003;1.799999969080091e-003;0.3707999885082245;7.92049765586853e-002;1.698626950383186e-002;1.631779968738556e-002;5.030433088541031e-002;3.689143806695938e-002
